[I 2024-11-28 06:10:21,569] A new study created in RDB with name: SST-2-GATv2-google-bert-bert-base-uncased-Grouped-Global_Aggregation
[I 2024-11-28 06:15:29,069] Trial 0 finished with value: 0.8944954128440367 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.4319459866925097, 'batch_size': 226, 'attention_heads': 11, 'hidden_dimension': 191, 'number_of_hidden_layers': 0, 'dropout_rate': 0.5909729556485983, 'global_pooling': 'mean', 'learning_rate': 5.415244119402538e-05, 'weight_decay': 8.179499475211674e-06, 'beta_0': 0.8510059609290175, 'beta_1': 0.9881622148267181, 'epsilon': 1.4618962793704927e-07, 'balanced_loss': True, 'epochs': 94, 'early_stopping_patience': 15, 'plateau_patience': 17, 'plateau_divider': 9}. Best is trial 0 with value: 0.8944954128440367.
[I 2024-11-28 07:15:21,557] Trial 11 finished with value: 0.8990825688073395 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.5429301151897528, 'batch_size': 133, 'attention_heads': 13, 'hidden_dimension': 153, 'number_of_hidden_layers': 2, 'dropout_rate': 0.46071730891199836, 'global_pooling': 'max', 'learning_rate': 0.0022769339956247325, 'weight_decay': 0.00012347264323805512, 'beta_0': 0.8650512261763105, 'beta_1': 0.9852831052027559, 'epsilon': 3.5219542615325126e-06, 'balanced_loss': False, 'epochs': 68, 'early_stopping_patience': 25, 'plateau_patience': 14, 'plateau_divider': 8}. Best is trial 11 with value: 0.8990825688073395.
[I 2024-11-28 07:22:10,357] Trial 12 finished with value: 0.9048165137614679 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.49206944168603733, 'batch_size': 145, 'attention_heads': 14, 'hidden_dimension': 153, 'number_of_hidden_layers': 2, 'dropout_rate': 0.48741026800695897, 'global_pooling': 'max', 'learning_rate': 0.003704055069767323, 'weight_decay': 9.71742719411693e-05, 'beta_0': 0.8719642712897189, 'beta_1': 0.9846525810358804, 'epsilon': 4.647786777381128e-06, 'balanced_loss': False, 'epochs': 122, 'early_stopping_patience': 24, 'plateau_patience': 13, 'plateau_divider': 8}. Best is trial 12 with value: 0.9048165137614679.
[I 2024-11-28 07:27:37,714] Trial 13 finished with value: 0.875 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.5169466996116692, 'batch_size': 33, 'attention_heads': 13, 'hidden_dimension': 143, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5011286089605338, 'global_pooling': 'max', 'learning_rate': 0.005610538260615647, 'weight_decay': 9.722736965011475e-05, 'beta_0': 0.8707323467024327, 'beta_1': 0.984202636662336, 'epsilon': 9.833000931624691e-05, 'balanced_loss': False, 'epochs': 92, 'early_stopping_patience': 25, 'plateau_patience': 13, 'plateau_divider': 8}. Best is trial 12 with value: 0.9048165137614679.
[I 2024-11-28 07:32:24,410] Trial 14 finished with value: 0.8864678899082569 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.6179074144672793, 'batch_size': 142, 'attention_heads': 11, 'hidden_dimension': 158, 'number_of_hidden_layers': 2, 'dropout_rate': 0.48500317490136535, 'global_pooling': 'max', 'learning_rate': 0.0060959932369773024, 'weight_decay': 0.0009657013865819157, 'beta_0': 0.8689292672249007, 'beta_1': 0.9873080640392351, 'epsilon': 2.5589437527749518e-06, 'balanced_loss': False, 'epochs': 50, 'early_stopping_patience': 25, 'plateau_patience': 13, 'plateau_divider': 10}. Best is trial 12 with value: 0.9048165137614679.
[I 2024-11-28 07:38:02,998] Trial 15 finished with value: 0.8967889908256881 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.4942146234745119, 'batch_size': 151, 'attention_heads': 14, 'hidden_dimension': 112, 'number_of_hidden_layers': 3, 'dropout_rate': 0.44684637263212046, 'global_pooling': 'max', 'learning_rate': 0.005629831562629538, 'weight_decay': 2.5856943951804205e-05, 'beta_0': 0.8614908677902109, 'beta_1': 0.9803262086107324, 'epsilon': 2.8178871507224528e-05, 'balanced_loss': False, 'epochs': 112, 'early_stopping_patience': 23, 'plateau_patience': 13, 'plateau_divider': 8}. Best is trial 12 with value: 0.9048165137614679.
[I 2024-11-28 07:45:20,871] Trial 16 finished with value: 0.8165137614678899 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.6386025449530199, 'batch_size': 182, 'attention_heads': 11, 'hidden_dimension': 142, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5295793529111363, 'global_pooling': 'sum', 'learning_rate': 0.07936729604633433, 'weight_decay': 0.00010524450040001027, 'beta_0': 0.8786235214982675, 'beta_1': 0.9833290187302544, 'epsilon': 1.8439699068036887e-06, 'balanced_loss': False, 'epochs': 81, 'early_stopping_patience': 23, 'plateau_patience': 16, 'plateau_divider': 5}. Best is trial 12 with value: 0.9048165137614679.
[I 2024-11-28 07:49:41,457] Trial 17 finished with value: 0.8944954128440367 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.48211612649305335, 'batch_size': 129, 'attention_heads': 14, 'hidden_dimension': 73, 'number_of_hidden_layers': 2, 'dropout_rate': 0.3933138495997035, 'global_pooling': 'max', 'learning_rate': 0.00046201381278048717, 'weight_decay': 2.8264170018299033e-05, 'beta_0': 0.8622068303660556, 'beta_1': 0.9899231724948221, 'epsilon': 7.775148873811095e-06, 'balanced_loss': False, 'epochs': 117, 'early_stopping_patience': 25, 'plateau_patience': 12, 'plateau_divider': 9}. Best is trial 12 with value: 0.9048165137614679.
[I 2024-11-28 07:54:12,968] Trial 18 finished with value: 0.9002293577981652 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.6049722279413685, 'batch_size': 170, 'attention_heads': 12, 'hidden_dimension': 163, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4170602545188248, 'global_pooling': 'max', 'learning_rate': 0.00010642329047961406, 'weight_decay': 0.00023593414486758582, 'beta_0': 0.8365510600290216, 'beta_1': 0.9864088420501563, 'epsilon': 1.2892725943162387e-06, 'balanced_loss': True, 'epochs': 70, 'early_stopping_patience': 19, 'plateau_patience': 19, 'plateau_divider': 7}. Best is trial 12 with value: 0.9048165137614679.
[I 2024-11-28 07:58:36,486] Trial 19 finished with value: 0.8922018348623854 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.8475560900647063, 'batch_size': 175, 'attention_heads': 10, 'hidden_dimension': 124, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4191837709251319, 'global_pooling': 'max', 'learning_rate': 7.401788583979107e-05, 'weight_decay': 0.0006136727172459819, 'beta_0': 0.832518007533644, 'beta_1': 0.9874732509038681, 'epsilon': 1.285406025169585e-06, 'balanced_loss': True, 'epochs': 98, 'early_stopping_patience': 18, 'plateau_patience': 21, 'plateau_divider': 7}. Best is trial 12 with value: 0.9048165137614679.
[I 2024-11-28 08:02:37,271] Trial 20 finished with value: 0.8807339449541285 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.6122072443227372, 'batch_size': 208, 'attention_heads': 12, 'hidden_dimension': 167, 'number_of_hidden_layers': 0, 'dropout_rate': 0.5185544078673228, 'global_pooling': 'sum', 'learning_rate': 8.244467010988761e-05, 'weight_decay': 0.0003002112214448949, 'beta_0': 0.8383412293857324, 'beta_1': 0.9818692796029939, 'epsilon': 2.8822171344232513e-05, 'balanced_loss': True, 'epochs': 153, 'early_stopping_patience': 20, 'plateau_patience': 19, 'plateau_divider': 5}. Best is trial 12 with value: 0.9048165137614679.
[I 2024-11-28 08:08:11,183] Trial 21 finished with value: 0.8967889908256881 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.5800312253621522, 'batch_size': 125, 'attention_heads': 14, 'hidden_dimension': 179, 'number_of_hidden_layers': 2, 'dropout_rate': 0.47411459032278097, 'global_pooling': 'max', 'learning_rate': 0.003286526009030631, 'weight_decay': 0.00014971755571737894, 'beta_0': 0.858384811162285, 'beta_1': 0.98554590305818, 'epsilon': 6.844256072607919e-07, 'balanced_loss': True, 'epochs': 69, 'early_stopping_patience': 23, 'plateau_patience': 15, 'plateau_divider': 7}. Best is trial 12 with value: 0.9048165137614679.
[I 2024-11-28 08:12:38,049] Trial 22 finished with value: 0.9013761467889908 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.4761185306197713, 'batch_size': 163, 'attention_heads': 12, 'hidden_dimension': 146, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4314911415526097, 'global_pooling': 'max', 'learning_rate': 0.000868382108526203, 'weight_decay': 6.406606742768256e-05, 'beta_0': 0.8141019605611645, 'beta_1': 0.9862409443063361, 'epsilon': 3.481388784493097e-06, 'balanced_loss': True, 'epochs': 69, 'early_stopping_patience': 22, 'plateau_patience': 21, 'plateau_divider': 9}. Best is trial 12 with value: 0.9048165137614679.
[I 2024-11-28 08:17:07,564] Trial 23 finished with value: 0.8944954128440367 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.46968012278457183, 'batch_size': 169, 'attention_heads': 12, 'hidden_dimension': 134, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4283920102917152, 'global_pooling': 'max', 'learning_rate': 0.0006792630058879898, 'weight_decay': 5.172898507879029e-05, 'beta_0': 0.8052160072154001, 'beta_1': 0.9884475450411297, 'epsilon': 8.721306566086219e-06, 'balanced_loss': True, 'epochs': 81, 'early_stopping_patience': 21, 'plateau_patience': 22, 'plateau_divider': 9}. Best is trial 12 with value: 0.9048165137614679.
[I 2024-11-28 08:21:27,241] Trial 24 finished with value: 0.8967889908256881 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.410007613517333, 'batch_size': 207, 'attention_heads': 15, 'hidden_dimension': 96, 'number_of_hidden_layers': 1, 'dropout_rate': 0.38379080626712087, 'global_pooling': 'max', 'learning_rate': 0.00020266875272704067, 'weight_decay': 1.7098048380162338e-05, 'beta_0': 0.8135244616798236, 'beta_1': 0.9864061791436737, 'epsilon': 1.2000051232654066e-06, 'balanced_loss': True, 'epochs': 61, 'early_stopping_patience': 19, 'plateau_patience': 21, 'plateau_divider': 9}. Best is trial 12 with value: 0.9048165137614679.
[I 2024-11-28 08:26:57,432] Trial 25 finished with value: 0.8887614678899083 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.4707608271010937, 'batch_size': 165, 'attention_heads': 10, 'hidden_dimension': 188, 'number_of_hidden_layers': 0, 'dropout_rate': 0.46247800078469026, 'global_pooling': 'max', 'learning_rate': 3.0797494234093745e-05, 'weight_decay': 5.364992382992735e-05, 'beta_0': 0.8267519404373395, 'beta_1': 0.9833396763085575, 'epsilon': 2.8189705312811557e-05, 'balanced_loss': True, 'epochs': 82, 'early_stopping_patience': 16, 'plateau_patience': 18, 'plateau_divider': 10}. Best is trial 12 with value: 0.9048165137614679.
[I 2024-11-28 08:31:45,411] Trial 26 finished with value: 0.8979357798165137 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.6559309704706218, 'batch_size': 210, 'attention_heads': 12, 'hidden_dimension': 160, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3630536190798486, 'global_pooling': 'max', 'learning_rate': 0.00011153822118989867, 'weight_decay': 0.0003302035270188435, 'beta_0': 0.8130554632858407, 'beta_1': 0.991544427074019, 'epsilon': 5.044204255875845e-06, 'balanced_loss': True, 'epochs': 104, 'early_stopping_patience': 22, 'plateau_patience': 21, 'plateau_divider': 7}. Best is trial 12 with value: 0.9048165137614679.
[I 2024-11-28 08:35:53,645] Trial 27 finished with value: 0.8555045871559633 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.7415619378400157, 'batch_size': 116, 'attention_heads': 9, 'hidden_dimension': 131, 'number_of_hidden_layers': 3, 'dropout_rate': 0.40841382583285085, 'global_pooling': 'max', 'learning_rate': 0.010631904808692177, 'weight_decay': 0.00018091208650826095, 'beta_0': 0.8127999515098628, 'beta_1': 0.9892883174139809, 'epsilon': 2.8311748266750334e-07, 'balanced_loss': True, 'epochs': 132, 'early_stopping_patience': 19, 'plateau_patience': 23, 'plateau_divider': 8}. Best is trial 12 with value: 0.9048165137614679.
[I 2024-11-28 08:40:11,048] Trial 28 finished with value: 0.8990825688073395 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.5945960223351584, 'batch_size': 161, 'attention_heads': 15, 'hidden_dimension': 100, 'number_of_hidden_layers': 1, 'dropout_rate': 0.43214192865999745, 'global_pooling': 'max', 'learning_rate': 0.0005509358096013076, 'weight_decay': 1.2901512409711959e-05, 'beta_0': 0.8289431035913363, 'beta_1': 0.986767893082328, 'epsilon': 1.4881500000723342e-05, 'balanced_loss': True, 'epochs': 86, 'early_stopping_patience': 24, 'plateau_patience': 17, 'plateau_divider': 9}. Best is trial 12 with value: 0.9048165137614679.
[I 2024-11-28 08:44:43,854] Trial 29 finished with value: 0.8772935779816514 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.504204346513017, 'batch_size': 230, 'attention_heads': 10, 'hidden_dimension': 72, 'number_of_hidden_layers': 0, 'dropout_rate': 0.5101613144859708, 'global_pooling': 'sum', 'learning_rate': 3.78240371961099e-05, 'weight_decay': 2.6608145484685395e-06, 'beta_0': 0.8448851145912343, 'beta_1': 0.9842736079668948, 'epsilon': 1.0319266660096172e-06, 'balanced_loss': True, 'epochs': 100, 'early_stopping_patience': 22, 'plateau_patience': 18, 'plateau_divider': 5}. Best is trial 12 with value: 0.9048165137614679.
[I 2024-11-28 08:50:07,850] Trial 30 finished with value: 0.8956422018348624 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.45085889048891237, 'batch_size': 199, 'attention_heads': 11, 'hidden_dimension': 203, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5398390892078807, 'global_pooling': 'mean', 'learning_rate': 0.00016015448384386872, 'weight_decay': 7.599992938740908e-05, 'beta_0': 0.8563153207343507, 'beta_1': 0.9882384663571945, 'epsilon': 2.1681030738386067e-06, 'balanced_loss': True, 'epochs': 62, 'early_stopping_patience': 15, 'plateau_patience': 20, 'plateau_divider': 9}. Best is trial 12 with value: 0.9048165137614679.
[I 2024-11-28 08:55:49,337] Trial 31 finished with value: 0.9071100917431193 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.5682792299179639, 'batch_size': 141, 'attention_heads': 13, 'hidden_dimension': 157, 'number_of_hidden_layers': 2, 'dropout_rate': 0.45944602435276866, 'global_pooling': 'max', 'learning_rate': 0.002207640716145911, 'weight_decay': 0.00012561484305720783, 'beta_0': 0.8705560077127447, 'beta_1': 0.9852800297588035, 'epsilon': 3.366584976270358e-06, 'balanced_loss': False, 'epochs': 73, 'early_stopping_patience': 24, 'plateau_patience': 14, 'plateau_divider': 8}. Best is trial 31 with value: 0.9071100917431193.
[I 2024-11-28 09:01:16,607] Trial 32 finished with value: 0.893348623853211 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.5281297317783684, 'batch_size': 143, 'attention_heads': 12, 'hidden_dimension': 177, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4554039569662152, 'global_pooling': 'max', 'learning_rate': 0.001130383958519252, 'weight_decay': 4.2269496431565524e-05, 'beta_0': 0.8828804868799902, 'beta_1': 0.984632921775849, 'epsilon': 5.941274990678936e-06, 'balanced_loss': False, 'epochs': 74, 'early_stopping_patience': 24, 'plateau_patience': 16, 'plateau_divider': 7}. Best is trial 31 with value: 0.9071100917431193.
[I 2024-11-28 09:05:56,220] Trial 33 finished with value: 0.9002293577981652 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.43986476127221297, 'batch_size': 159, 'attention_heads': 14, 'hidden_dimension': 143, 'number_of_hidden_layers': 1, 'dropout_rate': 0.39918153388218347, 'global_pooling': 'max', 'learning_rate': 0.003273939336644071, 'weight_decay': 8.155198088182789e-05, 'beta_0': 0.8726145420186078, 'beta_1': 0.9828641657214886, 'epsilon': 3.269517353104555e-06, 'balanced_loss': False, 'epochs': 60, 'early_stopping_patience': 22, 'plateau_patience': 17, 'plateau_divider': 8}. Best is trial 31 with value: 0.9071100917431193.
[I 2024-11-28 09:12:58,487] Trial 34 finished with value: 0.6594036697247706 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.5689786274910701, 'batch_size': 108, 'attention_heads': 16, 'hidden_dimension': 168, 'number_of_hidden_layers': 3, 'dropout_rate': 0.47519288083573974, 'global_pooling': 'max', 'learning_rate': 0.011342621742707504, 'weight_decay': 0.00014513493020845505, 'beta_0': 0.8969233313812792, 'beta_1': 0.9858821353575538, 'epsilon': 1.8327352105934396e-06, 'balanced_loss': False, 'epochs': 91, 'early_stopping_patience': 24, 'plateau_patience': 10, 'plateau_divider': 8}. Best is trial 31 with value: 0.9071100917431193.
[I 2024-11-28 09:18:01,460] Trial 35 finished with value: 0.9105504587155964 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.641679027236095, 'batch_size': 138, 'attention_heads': 11, 'hidden_dimension': 190, 'number_of_hidden_layers': 2, 'dropout_rate': 0.42116343124053396, 'global_pooling': 'max', 'learning_rate': 0.0007471621415336176, 'weight_decay': 0.00048103700985461265, 'beta_0': 0.8844399918010942, 'beta_1': 0.9907122965977735, 'epsilon': 1.5694473645309e-05, 'balanced_loss': True, 'epochs': 129, 'early_stopping_patience': 20, 'plateau_patience': 11, 'plateau_divider': 6}. Best is trial 35 with value: 0.9105504587155964.
[I 2024-11-28 09:23:05,052] Trial 36 finished with value: 0.8910550458715596 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'min', 'threshold': 0.7227869467191472, 'batch_size': 94, 'attention_heads': 9, 'hidden_dimension': 194, 'number_of_hidden_layers': 3, 'dropout_rate': 0.4449076838227105, 'global_pooling': 'mean', 'learning_rate': 0.0009349627055770706, 'weight_decay': 0.0005512673905328896, 'beta_0': 0.8912714405827317, 'beta_1': 0.9945345349603516, 'epsilon': 1.527938998332634e-05, 'balanced_loss': False, 'epochs': 128, 'early_stopping_patience': 20, 'plateau_patience': 11, 'plateau_divider': 6}. Best is trial 35 with value: 0.9105504587155964.
[I 2024-11-28 09:28:54,021] Trial 37 finished with value: 0.9036697247706422 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.6622320954399106, 'batch_size': 137, 'attention_heads': 13, 'hidden_dimension': 230, 'number_of_hidden_layers': 2, 'dropout_rate': 0.3504228813029271, 'global_pooling': 'max', 'learning_rate': 0.0028303066819466145, 'weight_decay': 0.0008770240288883199, 'beta_0': 0.8840726445835284, 'beta_1': 0.9901960670060076, 'epsilon': 6.958911977111005e-05, 'balanced_loss': False, 'epochs': 142, 'early_stopping_patience': 21, 'plateau_patience': 12, 'plateau_divider': 6}. Best is trial 35 with value: 0.9105504587155964.
